status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
674963205875675_1039091112796214,"O nosso CEO, David Vélez, bateu um papo com o Gizmodo Brasil sobre o nosso atendimento, tecnologia MDES e muito mais. A entrevista já está no ar, corre pra ler!",Entrevista: o CEO do Nubank conta o segredo do cartão de crédito sem anuidade - Gizmodo Brasil,link,http://goo.gl/dV7hdH,2016-03-10 12:46:43,2396,286,206
674963205875675_1037819826256676,"Nesse Dia Internacional da Mulher, não vamos dar parabéns nem mandar flores. Vamos começar uma conversa maior. A co-fundadora do Nubank, Cris Junqueira, dedicou um pouco do seu tempo para conversar com a InfoMoney sobre as oportunidades para as mulheres no mercado. Nós acreditamos que está na hora de mudar, e você? #nãoqueroflores",Quando a flor insulta: a luta diária das mulheres que trabalham com dinheiro,link,http://www.infomoney.com.br/carreira/emprego/noticia/4699526/quando-flor-insulta-luta-diaria-das-mulheres-que-trabalham-com,2016-03-08 10:30:43,1264,70,77
674963205875675_1037392286299430,Nossa página na App Store ficou muuuuito mais bonita agora que temos uma nova interface. Corre lá pra ver! 💜,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1037392286299430/?type=3,2016-03-07 13:30:22,2563,210,40
674963205875675_1035396359832356,"Quer saber qual é o melhor momento de fazer aquela compra? Abra seu app, vá até a sua fatura atual e veja o dia de fechamento dela. Pronto! Fechou a fatura, já pode ir às compras!",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1035396359832356/?type=3,2016-03-04 11:05:00,1100,129,20
674963205875675_1034340663271259,Você sabia que o #roxinho já passou por 148 países? Pra quais deles você já levou o seu? ✈,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1034340663271259/?type=3,2016-03-02 09:42:30,3634,637,65
674963205875675_1031530306885628,Faça! Porque eles disseram que você não conseguiria. 💪 #sounu,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1031530306885628/?type=3,2016-02-26 14:55:20,4209,370,134
674963205875675_1030161807022478,A vida é muito mais simples sem papel. 🍃 #sounu,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1030161807022478/?type=3,2016-02-24 14:31:35,5229,345,138
674963205875675_1029084237130235,Quem diria que em apenas 3 telas você teria acesso a toda a sua vida financeira?  #sounu,App Nubank,video,https://www.facebook.com/nubankbrasil/videos/1029084237130235/,2016-02-22 17:01:27,1905,252,79
674963205875675_1026534374051888,"Em quantas línguas você consegue dizer: ""O meu cartão de crédito internacional não me cobra anuidade.""? #sounu",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1026534374051888/?type=3,2016-02-18 10:00:19,3488,457,137
674963205875675_1025357487502910,Se solta e vem correndo! ;) https://goo.gl/aJZG6o,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1025357487502910/?type=3,2016-02-16 09:37:22,10545,1683,759
674963205875675_1024833410888651,Permita-se fazer coisas que você nunca fez em lugares que você nunca foi. 🚲💜 #sounu,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1024833410888651/?type=3,2016-02-15 12:30:00,2935,176,64
674963205875675_1023264211045571,Esse novo ano não para de nos surpreender! A Revista Pequenas Empresas & Grandes Negócios separou 10 talentos que vão brilhar no ano de 2016.,4 reportagens imperdíveis em fevereiro,link,http://goo.gl/mLVxMC,2016-02-12 15:07:20,781,103,24
674963205875675_1021475234557802,Aproveitando o último dia de Carnaval para recuperar as energias. Tá tranquilo. Tá favorável. ☀️,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1021475234557802/?type=3,2016-02-09 07:51:46,5870,407,84
674963205875675_1019433924761933,Alô Nus! O carnaval vem aí e chegou a hora de começar a folia. Venha atrás do nosso bloco e compartilhe a alegria de ser Nu!  #sounu,Carnaval Nubank 2016 - G.R.E.S Amontoados do Nu,video,https://www.facebook.com/nubankbrasil/videos/1019433924761933/,2016-02-05 08:27:32,2843,427,471
674963205875675_1019024668136192,"Hoje é aniversário do nosso amigo digital, Facebook. Esperamos um dia ser como vocês e ouvir a frase “Como vivíamos sem o Nubank?”  #HappyBdayFacebook",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1019024668136192/?type=3,2016-02-04 11:57:51,2957,169,23
674963205875675_1018012991570693,Resolvemos entrar na brincadeira! Já descobriu qual categoria mais combina com você? Conta pra gente! 😜,giphy.com,link,http://giphy.com/gifs/l0NwxcROBimsq0LaU,2016-02-02 12:01:49,1200,475,47
674963205875675_1017467381625254,"Não tem coisa melhor do que ter o controle da sua própria vida, né? Pensando nisso, criamos um canal de Dúvidas Frequentes no app. Assim, você pode resolver a maioria dos seus problemas sozinho. Mas se precisar é só chamar! 😉",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1017467381625254/?type=3,2016-02-01 12:40:01,1465,204,39
674963205875675_1015360998502559,"É como o William Waack disse, ""... para escapar desse tipo de juro alto os brasileiros estão recorrendo à empresas de tecnologia que oferecem serviços financeiros principalmente pela internet."" Perdeu a matéria sobre o #Nu no Jornal da Globo ontem? Não tem problema, o vídeo tá aqui!",Empresas que oferecem serviços bancários na internet são cada vez mais populares - Jornal da...,video,http://g1.globo.com/jornal-da-globo/videos/t/edicoes/v/empresas-que-oferece-servicos-bancario-na-internet-sao-cada-vez-mais-populares/4768420/,2016-01-28 11:30:00,5448,679,629
674963205875675_1014892731882719,"Quer saber onde nos encontrar? Esses são os nossos canais oficiais:

🐦 Twitter: https://twitter.com/nubankbrasil
📷 Insta: https://instagram.com/nubankbrasil/
✉ E-mail: todomundo@nubank.com.br
✉ E-mail: meajuda@nubank.com.br
💬 Chat pelo app.

Se precisar é só chamar!",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1014892731882719/?type=3,2016-01-27 12:38:53,1934,199,46
674963205875675_1012363028802356,"Vamos confessar uma coisa: sempre quisemos ter um perfil no #Orkut, mas como ele não existe mais (R.I.P), resolvemos experimentar e, criamos um perfil nosso! O que acharam? #HappyBdayOrkut",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1012363028802356/?type=3,2016-01-24 08:00:00,4281,318,35
674963205875675_1012331962138796,"Você sabia que com o nosso app você consegue bloquear e desbloquear o seu #roxinho  na hora que você quiser? Não? Então vem com a gente. Separamos alguns exemplos pra você:

Perdeu o cartão? Bloqueia.
Achou o cartão? Desbloqueia.
Não reconhece uma compra? Bloqueia.
Era a pizza de ontem? Desbloqueia.
Tá precisando economizar? Bloqueia.
Recebeu um extra? Desbloqueia.
Furtaram o cartão? Bloqueia.
Era zueira dos amigos? Desbloqueia.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1012331962138796/?type=3,2016-01-22 12:03:00,3446,342,92
674963205875675_1011219885583337,O Dinheirama.com nomeou os Destaques do ano de 2015; e não é que marcamos presença na categoria Fintech? Valeu!,Destaques do ano: Empresas Fintech | Dinheirama,link,http://goo.gl/94Vt3v,2016-01-20 08:49:50,964,82,20
674963205875675_1010840078954651,"Se você é do tipo de pessoa que troca de celular o tempo todo, pode fazer isso tranquilamente. Nosso app já faz parte das 3 maiores plataformas para smartphones do Brasil!",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1010840078954651/?type=3,2016-01-19 12:18:37,2327,191,48
674963205875675_1010315552340437,"Quer assistir ao bate-papo do nosso CEO David Vélez com o programa Conta Corrente do Globo News? Ele contou, com todo o seu sotaque, um pouco da trajetória do Nubank. Dá uma olhada!",Conheça a trajetória empreendedora da empresa de tecnologia Nubank - GloboNews – Conta Corrente...,video,http://goo.gl/cC88QQ,2016-01-18 11:59:13,2865,297,297
674963205875675_1008760585829267,Essa vai para quem sempre quis saber qual a idade média das pessoas que trabalham por aqui. Aproveitamos para comparar com a de algumas grandes empresas. O que acham?,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1008760585829267/?type=3,2016-01-15 11:38:39,3533,397,101
674963205875675_1007266629311996,"ATENÇÃO: Temos um assunto bem importante para falar com vocês: o envio de fotos e documentos por e-mail. 

Algumas pessoas de má-fé entram em contato por e-mail pedindo informações, documentos e até número e senha do cartão. Caso isso aconteça, não acredite, por mais verdadeira que essa mensagem possa parecer. 

Nosso envio de fotos e documentos é sempre feito por app para garantir a segurança dos dados de cada um. Nunca pediremos por e-mail para que vocês nos enviem esses arquivos. Portanto, se isso acontecer, desconfie! Podem nos chamar por chat, telefone, e-mail ou redes sociais para confirmar se esse contato foi realmente nosso.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1007266629311996/?type=3,2016-01-12 12:30:00,3168,205,213
674963205875675_1006656329373026,"Queremos compartilhar com vocês que somos uma das primeiras empresas do Brasil que já tem um card para a versão Android do Google Now! Com o #GoogleNow você pode se organizar por meio de cards, que aparecem ao longo do dia com várias informações diferentes. 

O nosso primeiro card vai mostrar o fechamento da fatura. Então, se a ferramenta achar que você gostaria de visualizá-lo, ele aparecerá a cada mês. E os apaixonados podem ficar tranquilos: já estamos trabalhando em novos cards para essa brincadeira ficar ainda mais legal.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1006656329373026/?type=3,2016-01-11 12:00:01,2660,306,68
674963205875675_1004551372916855,"Em 2014, fomos o primeiro investimento do Sequoia Capital no Brasil. Hoje, anunciamos a primeira contribuição do Founders Fund na América do Sul. Como o tempo voa!",Nubank ganha mais de R$ 200 milhões em mais um aporte | EXAME.com,link,http://goo.gl/1pvfOD,2016-01-07 12:43:07,6602,745,408
674963205875675_1003600926345233,Quem conhece algum Jorge da vida? #vemsernu,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1003600926345233/?type=3,2016-01-05 12:10:46,8249,1228,636
674963205875675_1000583416646984,"5, 4, 3, 2, 1. Feliz Ano Novo!

Falta pouco para 2016 e, junto com ele, se renovam as esperanças, ideias e sonhos. Mas, também não podemos esquecer dos acontecimentos desse ano que passou. Te convidamos para relembrar o ano que está terminando e descobrir por que 2015 foi do !@&4#%* para nós!",media.giphy.com,link,https://media.giphy.com/media/d2Z4DweRIkdjxqgM/giphy.gif,2015-12-30 12:31:20,6011,709,313
674963205875675_1000031866702139,"Missão dada é missão cumprida! Nosso app para Windows Phone acabou de sair do forno. Corram pra Windows Store e façam o download já! Só cuidado que ainda está quente.  https://goo.gl/vIqRIZ

Obs.: Pessoal do Windows 10, aguentem só mais um poquinho! O download do app está sendo liberado aos poucos como é de costume com o processo de release da Windows Store. ;)",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/1000031866702139/?type=3,2015-12-29 09:13:09,3614,797,230
674963205875675_999609396744386,Soon...,,video,https://www.facebook.com/nubankbrasil/videos/999609396744386/,2015-12-28 13:35:19,1992,426,43
674963205875675_996443597060966,"O que falar desse ano que está terminando mas já consideramos pakas?!

Estamos juntos há pouco tempo, mas já temos muita história pra contar... Foram inúmeras atualizações no app, e-mails, conversas por chat e telefone e risadas nas redes sociais. Garantimos que em 2016 teremos tudo isso e muito mais.

Hoje, podemos parecer poucos, mas, com o tempo, vamos conseguir mudar tudo! Obrigado por lutar ao nosso lado. O plano continua!

Boas festas, #Nus.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/996443597060966/?type=3,2015-12-23 08:10:04,3553,474,79
674963205875675_995563670482292,"Tem release novinho na #AppStore! Quem tem o iPhone 6s consegue bloquear o cartão, pagar a fatura e visualizar a última transação usando o 3D Touch direto no ícone do nosso app! 

PS: Essa função do 3D Touch só aparecerá para você se o login no app por Touch ID estiver desligado. ;)",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/995563670482292/?type=3,2015-12-21 14:55:10,1132,160,22
674963205875675_992993074072685,"Ainda não nos segue no Instagram? Lá tem #roxinho segurando a Torre de Pisa, comendo cupcake, tem tour pelo nosso primeiro escritório e muito mais. Vemk ver: https://goo.gl/URWkmm",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/992993074072685/?type=3,2015-12-16 12:51:11,1174,174,16
674963205875675_990782960960363,Acho que somos realmente inovadores! Entramos para a lista da Exame de 15 empresas inovadoras que marcaram 2015. Tem como esse ano terminar melhor? 😍,15 empresas inovadoras que marcaram 2015 | EXAME.com,link,http://goo.gl/35lWjj,2015-12-11 11:46:40,2343,258,82
674963205875675_989763121062347,"Estamos fechando o ano com chave de ouro! Fomos eleitos o app mais inovador de 2015 pela #AppStore brasileira. Tudo isso, graças a um super time de devs, designers e engenheiros, que tanto suam para que vocês possam ter a melhor experiência possível. Que venham os forninhos de 2016!",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/989763121062347/?type=3,2015-12-09 11:43:07,6703,629,222
674963205875675_989304367774889,Como você imagina que é trabalhar aqui no Nu? Com roupa social? De chinelo? A matéria que passou ontem no programa Conta Corrente do Globo News desvendou todo esse mistério. Vem descobrir!,Empresas apostam em programas para desenvolver jovens talentos - GloboNews – Conta Corrente -...,video,http://goo.gl/jPFgVA,2015-12-08 12:00:01,2605,338,167
674963205875675_988749257830400,"Sabia que no nosso aplicativo web dá pra ver o quanto você gasta com alimentação, lazer ou transporte? Dá uma olhada lá ;) 
https://goo.gl/z1bSLC",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/988749257830400/?type=3,2015-12-07 11:00:01,1756,246,33
674963205875675_987298664642126,"Você é ou conhece uma pessoa proativa, determinada, curiosa e que gosta de tecnologia? Dá uma olhada na nossa vaga exclusiva para pessoas com deficiência, queremos você! https://goo.gl/H6cV03",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/987298664642126/?type=3,2015-12-04 10:52:28,814,104,41
674963205875675_985886948116631,"Se você já tem o #roxinho e faz parte do MasterCard® Surpreenda, prepare-se! Você pode ter um sonho realizado.

É muito fácil participar. Pra quem ainda não é registrado no Surpreenda, basta se cadastrar por aqui: https://goo.gl/rCeLPt

Depois de cadastrado é só ir às compras. Cada transação equivale a um número da sorte. Todo mês rola um sorteio e, se o seu número da sorte for selecionado, a MasterCard® entrará em contato com você pra saber o que te surpreenderia.

Então conta pra gente: o que mais te surpreende? 😉",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/985886948116631/?type=3,2015-12-01 11:14:23,2181,534,91
674963205875675_985529968152329,"E pra quem pensou que a gnt tinha esquecido o #NovembroAzul, tá aqui nossa homenagem! 😁

Guardamos os nossos barbudos, bigodudos e bigodudas pro último dia do mês para mostrar que conscientização não deve ser apenas no mês de novembro, mas durante todos os meses do ano! #Movember #NuvembroAzul",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/985529968152329/?type=3,2015-11-30 13:22:51,682,53,10
674963205875675_984194524952540,"E aí Nus, vão usar o seu #roxinho para comprar o que nessa #BlackFriday?",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/984194524952540/?type=3,2015-11-27 08:05:24,1603,485,8
674963205875675_983856194986373,Não é que passamos dos 100 mil likes? Somos só sorrisos e corações por aqui! 😁💜,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/983856194986373/?type=3,2015-11-26 11:41:18,4730,426,45
674963205875675_982994915072501,"O Erick, assim como muitos de vocês, ama tanto o Nubank que já fez de tudo para continuar usando o cartão dele mesmo sem o app para Windows Phone. Ele quase chorou de alegria quando viu a matéria do TecMundo e pensou...“será que se todo mundo pedir com carinho, o Luiz, dev de WP do Nubank, libera o beta pra gente?” 

E assim nasceu o movimento #LiberaLuiz! O movimento da geração Windows Phone brasileira lutando por aquilo que mais deseja: o beta do app do Nubank!

Se você já tem o cartão Nubank, junte-se ao Erick postando uma foto sua no Facebook, Twitter ou Instagram, usando a hashtag #LiberaLuiz. Quem sabe ele não te surpreende liberando o beta pra você...",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/982994915072501/?type=3,2015-11-24 11:25:05,1273,355,65
674963205875675_982608151777844,"A Revista EXAME fez uma super matéria sobre as startups que estão agitando a economia brasileira e nós estampamos a capa!

Temos orgulho de fazer parte da revolução do mercado financeiro, e você? #sounu",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/982608151777844/?type=3,2015-11-23 12:34:59,2237,202,104
674963205875675_981000751938584,"Pessoal do Windows Phone, vem matar quem estava te matando. 😉 O TecMundo veio aqui testar o app em primeira mão.",Testamos: app do Nubank está vindo ao Windows Phone e mantém qualidade,link,http://goo.gl/O8I6dH,2015-11-19 12:59:25,2278,501,114
674963205875675_980197045352288,Porque colorir dentro das linhas nunca foi muito o nosso estilo. #DiaDaCriatividade,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/980197045352288/?type=3,2015-11-17 14:15:11,1036,160,20
674963205875675_977256152313044,"Assistimos ao trailer de Procurando Dory e ficamos aqui pensando qual funcionalidade do #Nubank a Dory mais curtiria. A gente acha que é a possibilidade de recuperar a senha do cartão direto no app, e vocês? 😉 🐟",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/977256152313044/?type=3,2015-11-10 13:41:28,2708,380,58
674963205875675_975165662522093,"Já imaginou um app do Nubank sem a barra de limite? E sem o logo que você consegue ler até de ponta cabeça? Ia ser bem parecido com tudo que já existe, né?

Graças à nossa equipe animal de design, não precisamos imaginar tudo isso. Aproveitamos que hoje é Dia Nacional do Designer pra contar pro Brasil inteiro o quanto os amamos. É tanto amor que nem os deixamos fazer a criação de hoje, desculpa! 😁💜",,video,https://www.facebook.com/nubankbrasil/videos/975165662522093/,2015-11-05 14:35:18,1295,256,35
674963205875675_973083636063629,"Nesse #Nulloween, estamos dando tchau tchau aos maiores pesadelos das nossas vidas financeiras: a burocracia e a anuidade! #sounu",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/973083636063629/?type=3,2015-10-31 09:35:05,5301,522,231
674963205875675_972741282764531,"7 dias... 7 dias para sua compra ser processada, senhor.

O #Nulloween chegou cedo por aqui, e o #NuXperienceTeam tá de arrepiar! A Ju, por exemplo, tá só esperando o telefone tocar...  

#Halloween #OChamado",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/972741282764531/?type=3,2015-10-30 11:28:19,409,80,8
674963205875675_969957643042895,"BH, estamos chegando para marcar presença no GDG Devfest Sudeste! Corram que ainda dá tempo de comprar um ingresso para ver o nosso Mobile Tech Leader falar sobre o #Nubank e a tecnologia por trás do nosso app para Android :D","GDG Devfest Sudeste - Participe, aprenda e divirta-se!",link,http://goo.gl/WB48We,2015-10-23 11:55:14,286,122,3
674963205875675_969092793129380,O atendimento mais famoso do Brasil! #sounu ✌💜,O Atendimento “Super Cool” do Nubank,link,http://goo.gl/TLAICV,2015-10-21 11:15:09,4208,677,395
674963205875675_968716899833636,"Se você entende tudo de design e mídias sociais, estamos te procurando! Tá afim de ser o mais novo estagiário de Visual Design do #Nubank? É só se inscrever na nossa vaga: https://goo.gl/6ORmCl 😉",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/968716899833636/?type=3,2015-10-20 12:55:21,1025,263,88
674963205875675_968329566539036,"Só um pouquinho da galera que faz de tudo para tornar a sua experiência com a gente, a melhor! #NuXperienceTeam 💜",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/968329566539036/?type=3,2015-10-19 16:05:04,2099,202,36
674963205875675_966612456710747,"Momento ""quem avisa, amigo é"" de hoje: cuidado com as pessoas que estão vendendo indicações para o #Nubank online! Os mal intencionados podem usar seus dados para obterem informações sensíveis sobre você e te prejudicar. Os #Nus de bom coração estão sempre distribuindo indicações, sem cobrar nada, na seção de comentários e nas comunidades de fãs do Nubank.

E para os espertinhos de plantão,  gostaríamos de deixar bem bem claro que nós não apoiamos a venda de indicações e estamos de olho em vocês, hein! 👀",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/966612456710747/?type=3,2015-10-15 13:15:18,2296,482,131
674963205875675_965284456843547,"Dizem que todo adulto tem uma criança dentro de si. Não vamos esconder que a criança dentro de nós é a que prefere brincar com a caixa ao invés do brinquedo novo ou que prefere inventar brincadeiras ao invés de participar naquele mesmo jogo de sempre. 

Somos felizes por que a nossa criança interior faz parte do nosso trabalho, fazendo com que a gente nunca perca a curiosidade e carinho para criar produtos que vocês tanto amam.

Feliz Dia das Crianças, Nus!",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/965284456843547/?type=3,2015-10-12 11:10:22,799,55,25
674963205875675_963894743649185,"Tão lembrados daquela dupla de pai e filho que enfrentaram a ladeira do Red Bull Soapbox Goiânia carregando o nome e a honra do Nubank? Hoje lançamos um vídeo que acompanha de pertinho a jornada deles. Vem curtir essa experiência com a gente! #CredsonsCar

Quer conhecer mais sobre o Nubank? http://goo.gl/zNTNv2",Nubank & #CredsonsCar (Soapbox 2015),video,https://www.facebook.com/nubankbrasil/videos/963894743649185/,2015-10-09 12:00:00,1025,105,73
674963205875675_963525443686115,#OutubroRosa,Nubank Brasil,photo,https://www.facebook.com/nubankbrasil/photos/a.674963969208932.1073741825.674963205875675/963525427019450/?type=3,2015-10-08 09:32:35,3785,191,40
674963205875675_960156854022974,"Quem viu a matéria do Jornal Nacional falando sobre a anuidade dos cartões de crédito? goo.gl/WHiySu

Que bom seria se existisse um cartão de crédito sem anuidade e, pra melhorar, sem tarifas. 😉",Administradoras deixam de negociar anuidades de cartões de crédito,link,http://g1.globo.com/jornal-nacional/noticia/2015/09/administradoras-de-credito-deixam-de-negociar-anuidades-de-cartoes.html,2015-09-29 16:06:08,4896,718,421
674963205875675_958166357555357,"Nada é tão bom que não possa ser melhor 💜

Qual é o ícone que mais aparece no seu app? Conta pra gente!",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/958166357555357/?type=3,2015-09-24 13:25:34,1140,338,21
674963205875675_956585327713460,"E não é que lançaram o watchOS 2 hoje?! Estamos fazendo uma dancinha de comemoração aqui do nosso lado! Aproveitem as novas funcionalidades ;)

----

#Nus, como vocês sabem, estamos sempre atualizando nosso app com as mais novas tecnologias e novas funções... Nos esforçamos muito para ser um dos primeiros apps com integrações para iOS9 e watchOS 2, e apresentamos funcionalidades novas logo no dia do lançamento. 

Infelizmente, a Apple adiou o lançamento do watchOS 2. Por isso, todos que atualizaram seus sistemas operacionais para iOS9 e estiverem rodando a última versão do app do Nubank, não estão conseguindo usar o nosso app no Apple Watch. Pode ter certeza que assim que a Apple lançar o watchOS 2, nós vamos comemorar juntos com vocês! Ah e lógico, o app para Watch voltará a funcionar normalmente.",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/956585327713460/?type=3,2015-09-21 09:55:00,639,126,7
674963205875675_955998401105486,"Qual é a melhor maneira de se preparar para a loucura que vem por aí? Uma websérie do Não Salvo visitando os carrinhos mais loucos dessa edição do Red Bull Soapbox! Lógico que não ia faltar #CredsonsCar! 

Ao longo do dia vamos postar fotos e vídeos exclusivos do evento lá no nosso Twitter (www.twitter.com.br/nubankbrasil). Não deixem de conferir e torcer com a gente ;)",Não Salvo visita as máquinas do Red Bull Soapbox,link,http://goo.gl/uorAoW,2015-09-20 05:30:01,331,24,7
674963205875675_954288884609771,"Com a atualização do #iOS9 você vê suas transações direto na busca do iOS sem precisar abrir o app. Mágica? Não, #Nubank!",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/954288884609771/?type=3,2015-09-16 13:25:09,1513,219,28
674963205875675_953897947982198,Feliz dia do Cliente Nu 💜 #SouNu,Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/953897947982198/?type=3,2015-09-15 15:59:02,4544,403,270
674963205875675_953239214714738,"O suspense acabou! Dia 20 estaremos em Goiânia para o nosso primeiro evento ao vivo, o Red Bull #SoapBox! Já conhecem? É uma das corridas mais malucas do mundo, onde os participantes constroem seus próprios carrinhos.

E quem melhor do que nós para participar de um evento tão diferente quanto esse? Estaremos lá apoiando a equipe do #CredsonsCar, um grupo que tem tudo a ver com a gente. Quer participar da massa roxa? Te esperamos com a camiseta oficial do evento!",Timeline Photos,photo,https://www.facebook.com/nubankbrasil/photos/a.778850822153579.1073741831.674963205875675/953239214714738/?type=3,2015-09-14 14:30:36,1054,152,27
